
Step 15300, Avg Loss: 0.6304830256104469, F1 Score: 0.7342149746445262
Step 15400, Avg Loss: 0.6459400469064712, F1 Score: 0.731695060053269
Step 15500, Avg Loss: 0.5779495650529861, F1 Score: 0.7326444622792937
Step 15600, Avg Loss: 0.6728826585412025, F1 Score: 0.7365287287883299
Step 15700, Avg Loss: 0.5973936958611011, F1 Score: 0.7343843544202754
Step 15800, Avg Loss: 0.6138746550679207, F1 Score: 0.7375872481560318
Step 15900, Avg Loss: 0.611588158607483, F1 Score: 0.7390236715450349
Step 16000, Avg Loss: 0.5817401620745659, F1 Score: 0.7380248373743347
Step 16100, Avg Loss: 0.5963198336958885, F1 Score: 0.7392862402434833
Step 16200, Avg Loss: 0.5838435687124729, F1 Score: 0.7400569576745556
Step 16300, Avg Loss: 0.5896538645029068, F1 Score: 0.7389400127946459
Step 16400, Avg Loss: 0.6072885051369667, F1 Score: 0.7361871577899453
Step 16500, Avg Loss: 0.5771951270103455, F1 Score: 0.7319321347176501
Step 16600, Avg Loss: 0.6085527217388154, F1 Score: 0.7276845464840935
Step 16700, Avg Loss: 0.5779446032643318, F1 Score: 0.7269626337278412
Step 16800, Avg Loss: 0.5807971589267253, F1 Score: 0.7277680682635962
Step 16900, Avg Loss: 0.606804390847683, F1 Score: 0.7235896090265023
Step 17000, Avg Loss: 0.6025347489118577, F1 Score: 0.7278526597386562
Step 17100, Avg Loss: 0.5992481055855751, F1 Score: 0.7268014515292898
Step 17200, Avg Loss: 0.6017206671833992, F1 Score: 0.7205579331114281
Step 17300, Avg Loss: 0.5998211182653904, F1 Score: 0.7205120067703374
Step 17400, Avg Loss: 0.5901442834734917, F1 Score: 0.7244102725037921
Step 17500, Avg Loss: 0.5857565575838088, F1 Score: 0.7249086161879895
Step 17600, Avg Loss: 0.5893377560377121, F1 Score: 0.7246013071895425
Step 17700, Avg Loss: 0.5816094195842743, F1 Score: 0.7296229802513465
Step 17800, Avg Loss: 0.5700035914778709, F1 Score: 0.7332928311057109
Step 17900, Avg Loss: 0.5829254442453384, F1 Score: 0.7329003450375482
Step 18000, Avg Loss: 0.5704605820775032, F1 Score: 0.7295726847328636
Step 18100, Avg Loss: 0.6033661198616028, F1 Score: 0.7281738861066653
Step 18200, Avg Loss: 0.6268639343976975, F1 Score: 0.7307633236062049
Step 18300, Avg Loss: 0.5981010708212853, F1 Score: 0.7361723446893788
Step 18400, Avg Loss: 0.5865505476295948, F1 Score: 0.7340990740272226
Step 18500, Avg Loss: 0.5873299214243889, F1 Score: 0.7327296774849934
Step 18600, Avg Loss: 0.6253755113482475, F1 Score: 0.7315778730353133
Step 18700, Avg Loss: 0.5824793544411659, F1 Score: 0.7280273944173498
Step 18800, Avg Loss: 0.5980605441331863, F1 Score: 0.7355939045312342
Step 18900, Avg Loss: 0.6062940949201584, F1 Score: 0.7326773058685566
Step 19000, Avg Loss: 0.5739726570248603, F1 Score: 0.7304472859857238
Step 19100, Avg Loss: 0.6058901339769364, F1 Score: 0.7259197149145792
Step 19200, Avg Loss: 0.6053128366172313, F1 Score: 0.7263978241539829
Step 19300, Avg Loss: 0.5985015101730824, F1 Score: 0.7306086687625625
Step 19400, Avg Loss: 0.6057477487623691, F1 Score: 0.7275285289979678
Step 19500, Avg Loss: 0.6265071541070938, F1 Score: 0.7254551194359676
Step 19600, Avg Loss: 0.5655834211409092, F1 Score: 0.7236133122028526
Step 19700, Avg Loss: 0.6172548246383667, F1 Score: 0.7307612956467918
Step 19800, Avg Loss: 0.573477054387331, F1 Score: 0.7336565450369993
Step 19900, Avg Loss: 0.5898725028336048, F1 Score: 0.7308108108108108
Step 20000, Avg Loss: 0.5950185759365558, F1 Score: 0.7299020370082413
Step 20100, Avg Loss: 0.5813713592290878, F1 Score: 0.7302638385928608
Step 20200, Avg Loss: 0.585210300385952, F1 Score: 0.7307334229854143
Step 20300, Avg Loss: 0.5852944763004779, F1 Score: 0.7336745138178096
Step 20400, Avg Loss: 0.6159336656332016, F1 Score: 0.7339843550283757
Step 20500, Avg Loss: 0.6126926063001156, F1 Score: 0.7345335849441526
Step 20600, Avg Loss: 0.5603234508633613, F1 Score: 0.7339646787816739
Step 20700, Avg Loss: 0.5859478591382503, F1 Score: 0.7396944653143
Step 20800, Avg Loss: 0.5915712651610374, F1 Score: 0.7386243386243386
Step 20900, Avg Loss: 0.5700994428992271, F1 Score: 0.7398097145718577
Step 21000, Avg Loss: 0.5741055762767792, F1 Score: 0.7352460690218501
Step 21100, Avg Loss: 0.5762773330509663, F1 Score: 0.7316544535039736
Step 21200, Avg Loss: 0.5938945093750954, F1 Score: 0.7311190810333177
Step 21300, Avg Loss: 0.601916133761406, F1 Score: 0.734166837466694
Step 21400, Avg Loss: 0.6152142772078514, F1 Score: 0.7371472158657514
Step 21500, Avg Loss: 0.5833382443338633, F1 Score: 0.7375266741184839
Step 21600, Avg Loss: 0.5867305113375187, F1 Score: 0.7367777438092327
Step 21700, Avg Loss: 0.5500705976784229, F1 Score: 0.735300143413235
Step 21800, Avg Loss: 0.5737499038875103, F1 Score: 0.7319534012897857
Step 21900, Avg Loss: 0.5808806605637074, F1 Score: 0.7274927650618258
Step 22000, Avg Loss: 0.5612033519148827, F1 Score: 0.7275217276797472
Step 22100, Avg Loss: 0.561088899821043, F1 Score: 0.7222132861508767
Step 22200, Avg Loss: 0.5743035988509655, F1 Score: 0.7237698793894759
Step 22300, Avg Loss: 0.5750312559306622, F1 Score: 0.7314877806269298
Step 22400, Avg Loss: 0.5873103541135788, F1 Score: 0.7367508288701862
Step 22500, Avg Loss: 0.5595261852443218, F1 Score: 0.7432877532687893
Step 22600, Avg Loss: 0.5744695781171322, F1 Score: 0.7454112511161821
Step 22700, Avg Loss: 0.6040962824225425, F1 Score: 0.7507591459006121
Step 22800, Avg Loss: 0.5777044074237346, F1 Score: 0.7492356224217422
Step 22900, Avg Loss: 0.5371448880434037, F1 Score: 0.7493332040153242
Step 23000, Avg Loss: 0.574916200786829, F1 Score: 0.7494892499270357
Step 23100, Avg Loss: 0.5379675135016442, F1 Score: 0.7489494771816672
Step 23200, Avg Loss: 0.6090597745776176, F1 Score: 0.7456538917423943
Step 23300, Avg Loss: 0.5585263387858868, F1 Score: 0.7464483030781374
Step 23400, Avg Loss: 0.5827754490077496, F1 Score: 0.7457911626758825
Step 23500, Avg Loss: 0.591436511427164, F1 Score: 0.7492181391712275
Step 23600, Avg Loss: 0.5674608798325061, F1 Score: 0.7496335385517443
Step 23700, Avg Loss: 0.578612198382616, F1 Score: 0.7489736070381232
Step 23800, Avg Loss: 0.542355609536171, F1 Score: 0.7498788642310301
Step 23900, Avg Loss: 0.5799524779617786, F1 Score: 0.7536011409555503
Step 24000, Avg Loss: 0.526545410901308, F1 Score: 0.7516258607498087
Step 24100, Avg Loss: 0.6076283042132854, F1 Score: 0.7488718854227977
Step 24200, Avg Loss: 0.5863877457380294, F1 Score: 0.7458486626230486
Step 24300, Avg Loss: 0.5712876260280609, F1 Score: 0.7457761876366528
Step 24400, Avg Loss: 0.5762911388278007, F1 Score: 0.7418784418733896
Step 24500, Avg Loss: 0.5922459197044373, F1 Score: 0.7482014388489209
Step 24600, Avg Loss: 0.5987914662063122, F1 Score: 0.7463012610465694
Step 24700, Avg Loss: 0.5650972715020179, F1 Score: 0.7430384208671131
Step 24800, Avg Loss: 0.5972581495344639, F1 Score: 0.7486198738170347
Step 24900, Avg Loss: 0.565060615837574, F1 Score: 0.748868333005314
Step 25000, Avg Loss: 0.5517864316701889, F1 Score: 0.7501466849207902
Step 25100, Avg Loss: 0.585130227804184, F1 Score: 0.7506225889936032
Step 25200, Avg Loss: 0.5689406672120094, F1 Score: 0.7456866460556497
Step 25300, Avg Loss: 0.6199643832445144, F1 Score: 0.7469879518072289
Step 25400, Avg Loss: 0.5360486941039562, F1 Score: 0.7383450181669311
Step 25500, Avg Loss: 0.593589526116848, F1 Score: 0.7399491094147582
Step 25600, Avg Loss: 0.563551956564188, F1 Score: 0.7409962463224105
Step 25700, Avg Loss: 0.5482813435792923, F1 Score: 0.7407859285242234
Step 25800, Avg Loss: 0.5918104536831379, F1 Score: 0.7395918367346939
Step 25900, Avg Loss: 0.5077315239608288, F1 Score: 0.7387081856019732
Step 26000, Avg Loss: 0.5985745577514172, F1 Score: 0.7403517716033647
Step 26100, Avg Loss: 0.5921470880508423, F1 Score: 0.744952285283777
Step 26200, Avg Loss: 0.5594687721133232, F1 Score: 0.7476831091180867
Step 26300, Avg Loss: 0.562330125272274, F1 Score: 0.7497526222046309
Step 26400, Avg Loss: 0.5462107463181018, F1 Score: 0.7512983831455169
Step 26500, Avg Loss: 0.5421524925529957, F1 Score: 0.7513904611901363
Step 26600, Avg Loss: 0.5722903193533421, F1 Score: 0.7510714813537612
Step 26700, Avg Loss: 0.6058063891530037, F1 Score: 0.7510469527516381
Step 26800, Avg Loss: 0.5470487584173679, F1 Score: 0.7521066039584559
Step 26900, Avg Loss: 0.5722004355490208, F1 Score: 0.7529503181001408
Step 27000, Avg Loss: 0.5598964422941208, F1 Score: 0.7524810559765338
Step 27100, Avg Loss: 0.5755016680061817, F1 Score: 0.751828759389268
Step 27200, Avg Loss: 0.5448655280470848, F1 Score: 0.7486790948061011
Step 27300, Avg Loss: 0.5800555641949177, F1 Score: 0.7479260369815093
Step 27400, Avg Loss: 0.5917762976139784, F1 Score: 0.7484889355112643
Step 27500, Avg Loss: 0.5772557820379735, F1 Score: 0.7447982584923809
Step 27600, Avg Loss: 0.5422906386107207, F1 Score: 0.7485871467866967
Step 27700, Avg Loss: 0.5191569703817368, F1 Score: 0.7489761262611128
Step 27800, Avg Loss: 0.6026422016322612, F1 Score: 0.7489769438067672
Step 27900, Avg Loss: 0.6187103572487831, F1 Score: 0.7494007191370355
Step 28000, Avg Loss: 0.5511884267628193, F1 Score: 0.7500745897563401
Step 28100, Avg Loss: 0.5398115342855454, F1 Score: 0.751258016773557
Step 28200, Avg Loss: 0.5962425936758519, F1 Score: 0.7515910997089151
Step 28300, Avg Loss: 0.5755365279316902, F1 Score: 0.751803181503804
Step 28400, Avg Loss: 0.5802700270712375, F1 Score: 0.7467659938591634
Step 28500, Avg Loss: 0.5740906800329685, F1 Score: 0.7456135915457349
Step 28600, Avg Loss: 0.5455457639694213, F1 Score: 0.7418957734919983
Step 28700, Avg Loss: 0.5623799987137318, F1 Score: 0.7457764289327263
Step 28800, Avg Loss: 0.5590934891998768, F1 Score: 0.7506852045647082
Step 28900, Avg Loss: 0.5426165424287319, F1 Score: 0.7508213041314087
Step 29000, Avg Loss: 0.54254380017519, F1 Score: 0.74798873692679
Step 29100, Avg Loss: 0.5775954572856427, F1 Score: 0.7519429731201426
Step 29200, Avg Loss: 0.5759554441273212, F1 Score: 0.7492347066793797
Step 29300, Avg Loss: 0.5590889711678028, F1 Score: 0.7508614232209738
Step 29400, Avg Loss: 0.5584754261374474, F1 Score: 0.7561864942389032
Step 29500, Avg Loss: 0.5600427103042602, F1 Score: 0.7517045737321455
Step 29600, Avg Loss: 0.5267080767452716, F1 Score: 0.7514462397765809
Step 29700, Avg Loss: 0.5422335511445999, F1 Score: 0.7530123469033569
Step 29800, Avg Loss: 0.5571957428753376, F1 Score: 0.7498743339700412
Step 29900, Avg Loss: 0.57916271135211, F1 Score: 0.7448360279492018
Step 30000, Avg Loss: 0.5762680667638779, F1 Score: 0.7500627226654624
Step 30100, Avg Loss: 0.520080159381032, F1 Score: 0.7495088903440286
Step 30200, Avg Loss: 0.5574892294406891, F1 Score: 0.7486744432661718
Step 30300, Avg Loss: 0.5357551743090153, F1 Score: 0.7506643268989722
Step 30400, Avg Loss: 0.6157930605113506, F1 Score: 0.7497103712285297
Step 30500, Avg Loss: 0.5576160012185574, F1 Score: 0.7526838966202783
Step 30600, Avg Loss: 0.5383867248892784, F1 Score: 0.7517213850913083
Step 30700, Avg Loss: 0.5504346624016762, F1 Score: 0.7546965139786007
Step 30800, Avg Loss: 0.6009712341427803, F1 Score: 0.7515490705576654
Step 30900, Avg Loss: 0.594745362251997, F1 Score: 0.751797124600639
Step 31000, Avg Loss: 0.52877202257514, F1 Score: 0.7524051642490405
Step 31100, Avg Loss: 0.5586946368217468, F1 Score: 0.7495451788963008
Step 31200, Avg Loss: 0.5408613353967666, F1 Score: 0.7534273792966422
Step 31300, Avg Loss: 0.6175340989232063, F1 Score: 0.754754260311188
Step 31400, Avg Loss: 0.5523221378028392, F1 Score: 0.7535253227408143
Step 31500, Avg Loss: 0.5636299033463001, F1 Score: 0.7507039420756235
Step 31600, Avg Loss: 0.5124500201642513, F1 Score: 0.7509025270758123
Step 31700, Avg Loss: 0.553232846558094, F1 Score: 0.7529610829103215
Step 31800, Avg Loss: 0.502989461272955, F1 Score: 0.7534512833291802
Step 31900, Avg Loss: 0.5649863204360008, F1 Score: 0.7509949120951086
Step 32000, Avg Loss: 0.547017038166523, F1 Score: 0.7441597200782134
Step 32100, Avg Loss: 0.5380945146083832, F1 Score: 0.7440565210664741
Step 32200, Avg Loss: 0.5640321846306324, F1 Score: 0.7458999589995899
Step 32300, Avg Loss: 0.59252232670784, F1 Score: 0.7487534344153862
Step 32400, Avg Loss: 0.5344909739494323, F1 Score: 0.7489058524173028
Step 32500, Avg Loss: 0.5094518031179905, F1 Score: 0.7488305877567623
Step 32600, Avg Loss: 0.5020975171029568, F1 Score: 0.7437700341226346
Step 32700, Avg Loss: 0.5138123047351837, F1 Score: 0.7467771639042358
Step 32800, Avg Loss: 0.5491576911509037, F1 Score: 0.7455937516057757
Step 32900, Avg Loss: 0.48022970780730245, F1 Score: 0.745726166640998
Step 33000, Avg Loss: 0.5335047160834074, F1 Score: 0.7504301184090679
Step 33100, Avg Loss: 0.578801476508379, F1 Score: 0.7530096308186196
Step 33200, Avg Loss: 0.5909495843946934, F1 Score: 0.7508221603845181
Step 33300, Avg Loss: 0.5574489124119282, F1 Score: 0.7517408416590978
Step 33400, Avg Loss: 0.5141151948273182, F1 Score: 0.7470323372902169
Step 33500, Avg Loss: 0.5111664472520352, F1 Score: 0.7446533064056755
Step 33600, Avg Loss: 0.5567533655464649, F1 Score: 0.7444317828654304
Step 33700, Avg Loss: 0.5378381870687008, F1 Score: 0.7474633596392334
Step 33800, Avg Loss: 0.485729588419199, F1 Score: 0.7493880048959608
Step 33900, Avg Loss: 0.5235748025029898, F1 Score: 0.7535228925329722
Step 34000, Avg Loss: 0.5358372323215008, F1 Score: 0.7555952558185698
Step 34100, Avg Loss: 0.5844746577739716, F1 Score: 0.7513800962268928
Step 34200, Avg Loss: 0.5892447946965694, F1 Score: 0.7540407589599438
Step 34300, Avg Loss: 0.5297157102078199, F1 Score: 0.7521815889029004
Step 34400, Avg Loss: 0.5200690661370754, F1 Score: 0.7517084282460137
Step 34500, Avg Loss: 0.5281163024157286, F1 Score: 0.747845711940911
Step 34600, Avg Loss: 0.5361202217638492, F1 Score: 0.7459168906346909
Step 34700, Avg Loss: 0.5234132799506187, F1 Score: 0.7435294117647059
Step 34800, Avg Loss: 0.5337046897411346, F1 Score: 0.7419997901584304
Step 34900, Avg Loss: 0.5354910708963871, F1 Score: 0.7452451670053671
Step 35000, Avg Loss: 0.5574017407000065, F1 Score: 0.7451103113753716
Step 35100, Avg Loss: 0.5378892075270414, F1 Score: 0.7462207496376061
Step 35200, Avg Loss: 0.5806363231688738, F1 Score: 0.7509664292980671
Step 35300, Avg Loss: 0.5153772734105587, F1 Score: 0.7525502474497525
Step 35400, Avg Loss: 0.5560028905421496, F1 Score: 0.7554622268886556
Step 35500, Avg Loss: 0.5488504485040903, F1 Score: 0.7552552552552553
Step 35600, Avg Loss: 0.5259755645692349, F1 Score: 0.7553884711779448
Step 35700, Avg Loss: 0.513391248062253, F1 Score: 0.7549728752260397
Step 35800, Avg Loss: 0.5841608612239361, F1 Score: 0.7555867321374887
Step 35900, Avg Loss: 0.5256398136168718, F1 Score: 0.7504455420337084
