
Step 500, Avg Loss: 0.6321921883821487
Step 1000, Avg Loss: 0.5363374316990376
Step 1500, Avg Loss: 0.41757686135917904
Step 2000, Avg Loss: 0.502736336668022
Step 2500, Avg Loss: 0.41350153951300306
Step 3000, Avg Loss: 0.407726613833569
Step 3500, Avg Loss: 0.3962835851931013
Step 4000, Avg Loss: 0.3849369564033113
Step 4500, Avg Loss: 0.4209760766872205
Step 5000, Avg Loss: 0.4445577052750159
-----Step 5000, F1 Score: 0.8325118296529969-----
Step 5500, Avg Loss: 0.3714436000874266
